state,county_name,office,district,candidate,column,magnitude,party,party_detailed
ARIZONA,MARICOPA,STATE HOUSE,019,"SIERRA, LORENZO",28,2,DEM,DEMOCRAT
ARIZONA,MARICOPA,STATE HOUSE,019,NOT QUALIFIED 1,28,2,W-I,W-I
ARIZONA,MARICOPA,STATE HOUSE,019,NOT QUALIFIED 2,28,2,W-I,W-I
ARIZONA,MARICOPA,STATE HOUSE,019,"QUIJADA, JOE",28,2,W-I,W-I
ARIZONA,MARICOPA,STATE HOUSE,019,UNDERVOTE,28,2,,undervote
ARIZONA,MARICOPA,STATE HOUSE,020,OVERVOTE,30,2,,
ARIZONA,MARICOPA,STATE HOUSE,020,"SCHWIEBERT, JUDY",30,2,DEM,DEMOCRAT
ARIZONA,MARICOPA,STATE HOUSE,020,"BOLICK, SHAWNNA",30,2,REP,REPUBLICAN
ARIZONA,MARICOPA,STATE HOUSE,020,"KERN, ANTHONY",30,2,REP,REPUBLICAN
ARIZONA,MARICOPA,STATE HOUSE,020,WRITE-IN,30,2,W-I,W-I
ARIZONA,MARICOPA,STATE HOUSE,020,UNDERVOTE,30,2,,undervote
ARIZONA,MARICOPA,STATE HOUSE,021,OVERVOTE,32,2,,
ARIZONA,MARICOPA,STATE HOUSE,021,"KNECHT, KATHY",32,2,DEM,DEMOCRAT
ARIZONA,MARICOPA,STATE HOUSE,021,"PAYNE, KEVIN",32,2,REP,REPUBLICAN
ARIZONA,MARICOPA,STATE HOUSE,021,"PINGERELLI, BEVERLY",32,2,REP,REPUBLICAN
ARIZONA,MARICOPA,STATE HOUSE,021,WRITE-IN,32,2,W-I,W-I
ARIZONA,MARICOPA,STATE HOUSE,021,UNDERVOTE,32,2,,undervote
ARIZONA,MARICOPA,STATE HOUSE,022,OVERVOTE,34,2,,
ARIZONA,MARICOPA,STATE HOUSE,022,"GARCIA, WENDY",34,2,DEM,DEMOCRAT
ARIZONA,MARICOPA,STATE HOUSE,022,"HONNE, MARY 'KATHLEEN'",34,2,DEM,DEMOCRAT
ARIZONA,MARICOPA,STATE HOUSE,022,"CARROLL, FRANK",34,2,REP,REPUBLICAN
ARIZONA,MARICOPA,STATE HOUSE,022,"TOMA, BEN",34,2,REP,REPUBLICAN
ARIZONA,MARICOPA,STATE HOUSE,022,WRITE-IN,34,2,W-I,W-I
ARIZONA,MARICOPA,STATE HOUSE,022,UNDERVOTE,34,2,,undervote
ARIZONA,MARICOPA,STATE HOUSE,023,OVERVOTE,36,2,,
ARIZONA,MARICOPA,STATE HOUSE,023,"KURLAND, ERIC",36,2,DEM,DEMOCRAT
ARIZONA,MARICOPA,STATE HOUSE,023,"CHAPLIK, JOSEPH",36,2,REP,REPUBLICAN
ARIZONA,MARICOPA,STATE HOUSE,023,"KAVANAGH, JOHN",36,2,REP,REPUBLICAN
ARIZONA,MARICOPA,STATE HOUSE,023,NOT QUALIFIED 1,36,2,W-I,W-I
ARIZONA,MARICOPA,STATE HOUSE,023,NOT QUALIFIED 2,36,2,W-I,W-I
ARIZONA,MARICOPA,STATE HOUSE,023,"ROMACK, JOE",36,2,W-I,W-I
ARIZONA,MARICOPA,STATE HOUSE,023,UNDERVOTE,36,2,,undervote
ARIZONA,MARICOPA,STATE HOUSE,024,OVERVOTE,38,2,,
ARIZONA,MARICOPA,STATE HOUSE,024,"LONGDON, JENNIFER",38,2,DEM,DEMOCRAT
ARIZONA,MARICOPA,STATE HOUSE,024,"SHAH, AMISH",38,2,DEM,DEMOCRAT
ARIZONA,MARICOPA,STATE HOUSE,024,"ALGER, DAVID SR.",38,2,REP,REPUBLICAN
ARIZONA,MARICOPA,STATE HOUSE,024,"CUSHMAN, ROBYN",38,2,REP,REPUBLICAN
ARIZONA,MARICOPA,STATE HOUSE,024,WRITE-IN,38,2,W-I,W-I
ARIZONA,MARICOPA,STATE HOUSE,024,UNDERVOTE,38,2,,undervote
ARIZONA,MARICOPA,STATE HOUSE,025,OVERVOTE,40,2,,
ARIZONA,MARICOPA,STATE HOUSE,025,"HUG, SUZANNE",40,2,DEM,DEMOCRAT
ARIZONA,MARICOPA,STATE HOUSE,025,"BOWERS, RUSSELL W. 'RUSTY'",40,2,REP,REPUBLICAN
ARIZONA,MARICOPA,STATE HOUSE,025,"UDALL, MICHELLE",40,2,REP,REPUBLICAN
ARIZONA,MARICOPA,STATE HOUSE,025,WRITE-IN,40,2,W-I,W-I
ARIZONA,MARICOPA,STATE HOUSE,025,UNDERVOTE,40,2,,undervote
ARIZONA,MARICOPA,STATE HOUSE,026,OVERVOTE,42,2,,
ARIZONA,MARICOPA,STATE HOUSE,026,"HERNANDEZ, MELODY",42,2,DEM,DEMOCRAT
ARIZONA,MARICOPA,STATE HOUSE,026,"SALMAN, ATHENA",42,2,DEM,DEMOCRAT
ARIZONA,MARICOPA,STATE HOUSE,026,"LOUGHRIGE, BILL",42,2,REP,REPUBLICAN
ARIZONA,MARICOPA,STATE HOUSE,026,"SIFUENTES, SETH ''MARCUS''",42,2,REP,REPUBLICAN
ARIZONA,MARICOPA,STATE HOUSE,026,WRITE-IN,42,2,W-I,W-I
ARIZONA,MARICOPA,STATE HOUSE,026,UNDERVOTE,42,2,,undervote
ARIZONA,MARICOPA,STATE HOUSE,027,OVERVOTE,44,2,,
ARIZONA,MARICOPA,STATE HOUSE,027,"BOLDING, REGINALD",44,2,DEM,DEMOCRAT
ARIZONA,MARICOPA,STATE HOUSE,027,"RODRIGUEZ, DIEGO",44,2,DEM,DEMOCRAT
ARIZONA,MARICOPA,STATE HOUSE,027,"PENA M., TATIANA",44,2,REP,REPUBLICAN
ARIZONA,MARICOPA,STATE HOUSE,027,WRITE-IN,44,2,W-I,W-I
ARIZONA,MARICOPA,STATE HOUSE,027,UNDERVOTE,44,2,,undervote
ARIZONA,MARICOPA,STATE HOUSE,028,OVERVOTE,46,2,,
ARIZONA,MARICOPA,STATE HOUSE,028,"BUTLER, KELLI",46,2,DEM,DEMOCRAT
ARIZONA,MARICOPA,STATE HOUSE,028,"LIEBERMAN, AARON",46,2,DEM,DEMOCRAT
ARIZONA,MARICOPA,STATE HOUSE,028,"BOWERS, KENNETH R. JR. 'KEN'",46,2,REP,REPUBLICAN
ARIZONA,MARICOPA,STATE HOUSE,028,"JACKSON, JANA",46,2,REP,REPUBLICAN
ARIZONA,MARICOPA,STATE HOUSE,028,WRITE-IN,46,2,W-I,W-I
ARIZONA,MARICOPA,STATE HOUSE,028,UNDERVOTE,46,2,,undervote
ARIZONA,MARICOPA,STATE HOUSE,029,OVERVOTE,48,2,,
ARIZONA,MARICOPA,STATE HOUSE,029,"ANDRADE, RICHARD",48,2,DEM,DEMOCRAT
ARIZONA,MARICOPA,STATE HOUSE,029,"CHAVEZ, CESAR",48,2,DEM,DEMOCRAT
ARIZONA,MARICOPA,STATE HOUSE,029,"BRAGG, BILLY",48,2,REP,REPUBLICAN
ARIZONA,MARICOPA,STATE HOUSE,029,"FOKSZANSKYJ-CONTI, HELEN",48,2,REP,REPUBLICAN
ARIZONA,MARICOPA,STATE HOUSE,029,WRITE-IN,48,2,W-I,W-I
ARIZONA,MARICOPA,STATE HOUSE,029,UNDERVOTE,48,2,,undervote
ARIZONA,MARICOPA,STATE HOUSE,030,OVERVOTE,50,2,,
ARIZONA,MARICOPA,STATE HOUSE,030,"MEZA, ROBERT",50,2,DEM,DEMOCRAT
ARIZONA,MARICOPA,STATE HOUSE,030,"TERAN, RAQUEL",50,2,DEM,DEMOCRAT
ARIZONA,MARICOPA,STATE HOUSE,030,WRITE-IN,50,2,W-I,W-I
ARIZONA,MARICOPA,STATE HOUSE,030,UNDERVOTE,50,2,,undervote
ARIZONA,MARICOPA,STATE SENATE,001,OVERVOTE,11,1,,
ARIZONA,MARICOPA,STATE SENATE,001,"CARILLO, GILBERT",11,1,DEM,DEMOCRAT
ARIZONA,MARICOPA,STATE SENATE,001,"FANN, KAREN ELIZABETH",11,1,REP,REPUBLICAN
ARIZONA,MARICOPA,STATE SENATE,001,WRITE-IN,11,1,W-I,W-I
ARIZONA,MARICOPA,STATE SENATE,001,UNDERVOTE,11,1,,undervote
ARIZONA,MARICOPA,STATE SENATE,004,OVERVOTE,13,1,,
ARIZONA,MARICOPA,STATE SENATE,004,"OTONDO, LISA",13,1,DEM,DEMOCRAT
ARIZONA,MARICOPA,STATE SENATE,004,"ANGRY, TRAVIS",13,1,REP,REPUBLICAN
ARIZONA,MARICOPA,STATE SENATE,004,WRITE-IN,13,1,W-I,W-I
ARIZONA,MARICOPA,STATE SENATE,004,UNDERVOTE,13,1,,undervote
ARIZONA,MARICOPA,STATE SENATE,012,OVERVOTE,15,1,,
ARIZONA,MARICOPA,STATE SENATE,012,"ROBINSON, LYNSEY",15,1,DEM,DEMOCRAT
ARIZONA,MARICOPA,STATE SENATE,012,"PETERSEN, WARREN",15,1,REP,REPUBLICAN
ARIZONA,MARICOPA,STATE SENATE,012,WRITE-IN,15,1,W-I,W-I
ARIZONA,MARICOPA,STATE SENATE,012,UNDERVOTE,15,1,,undervote
ARIZONA,MARICOPA,STATE SENATE,013,OVERVOTE,17,1,,
ARIZONA,MARICOPA,STATE SENATE,013,"KERR, SINE",17,1,REP,REPUBLICAN
ARIZONA,MARICOPA,STATE SENATE,013,"BACKUS, BRENT",17,1,W-I,W-I
ARIZONA,MARICOPA,STATE SENATE,013,NOT QUALIFIED,17,1,W-I,W-I
ARIZONA,MARICOPA,STATE SENATE,013,UNDERVOTE,17,1,,undervote
ARIZONA,MARICOPA,STATE SENATE,015,OVERVOTE,19,1,,
ARIZONA,MARICOPA,STATE SENATE,015,"BARTO, NANCY",19,1,REP,REPUBLICAN
ARIZONA,MARICOPA,STATE SENATE,015,NOT QUALIFIED,19,1,W-I,W-I
ARIZONA,MARICOPA,STATE SENATE,015,"SMITH, MATT",19,1,W-I,W-I
ARIZONA,MARICOPA,STATE SENATE,015,UNDERVOTE,19,1,,undervote
ARIZONA,MARICOPA,STATE SENATE,016,OVERVOTE,21,1,,
ARIZONA,MARICOPA,STATE SENATE,016,"TOWNSEND, KELLY",21,1,REP,REPUBLICAN
ARIZONA,MARICOPA,STATE SENATE,016,"FIERRO, NICK",21,1,W-I,W-I
ARIZONA,MARICOPA,STATE SENATE,016,"HART, JOHN ROSS",21,1,W-I,W-I
ARIZONA,MARICOPA,STATE SENATE,016,NOT QUALIFIED,21,1,W-I,W-I
ARIZONA,MARICOPA,STATE SENATE,016,"GRAYSON, RICHARD",21,1,W-I(D),W-I(D)
ARIZONA,MARICOPA,STATE SENATE,016,UNDERVOTE,21,1,,undervote
ARIZONA,MARICOPA,STATE SENATE,017,OVERVOTE,23,1,,
ARIZONA,MARICOPA,STATE SENATE,017,"KURDOGLU, AJLAN (A.J.)",23,1,DEM,DEMOCRAT
ARIZONA,MARICOPA,STATE SENATE,017,"MESNARD, J.D.",23,1,REP,REPUBLICAN
ARIZONA,MARICOPA,STATE SENATE,017,WRITE-IN,23,1,W-I,W-I
ARIZONA,MARICOPA,STATE SENATE,017,UNDERVOTE,23,1,,undervote
ARIZONA,MARICOPA,STATE SENATE,018,OVERVOTE,25,1,,
ARIZONA,MARICOPA,STATE SENATE,018,"BOWIE, SEAN",25,1,DEM,DEMOCRAT
ARIZONA,MARICOPA,STATE SENATE,018,"SHARER, SUZANNE",25,1,REP,REPUBLICAN
ARIZONA,MARICOPA,STATE SENATE,018,WRITE-IN,25,1,W-I,W-I
ARIZONA,MARICOPA,STATE SENATE,018,UNDERVOTE,25,1,,undervote
ARIZONA,MARICOPA,STATE SENATE,019,OVERVOTE,27,1,,
ARIZONA,MARICOPA,STATE SENATE,019,"CHAVIRA CONTRERAS, LUPE",27,1,DEM,DEMOCRAT
ARIZONA,MARICOPA,STATE SENATE,019,WRITE-IN,27,1,W-I,W-I
ARIZONA,MARICOPA,STATE SENATE,019,UNDERVOTE,27,1,,undervote
ARIZONA,MARICOPA,STATE SENATE,020,OVERVOTE,29,1,,
ARIZONA,MARICOPA,STATE SENATE,020,"ERVIN, DOUGLAS",29,1,DEM,DEMOCRAT
ARIZONA,MARICOPA,STATE SENATE,020,"BOYER, PAUL",29,1,REP,REPUBLICAN
ARIZONA,MARICOPA,STATE SENATE,020,WRITE-IN,29,1,W-I,W-I
ARIZONA,MARICOPA,STATE SENATE,020,UNDERVOTE,29,1,,undervote
ARIZONA,MARICOPA,STATE SENATE,021,OVERVOTE,31,1,,
ARIZONA,MARICOPA,STATE SENATE,021,"GRAY, RICK",31,1,REP,REPUBLICAN
ARIZONA,MARICOPA,STATE SENATE,021,WRITE-IN,31,1,W-I,W-I
ARIZONA,MARICOPA,STATE SENATE,021,UNDERVOTE,31,1,,undervote
ARIZONA,MARICOPA,STATE SENATE,022,OVERVOTE,33,1,,
ARIZONA,MARICOPA,STATE SENATE,022,"TYREE, SARAH",33,1,DEM,DEMOCRAT
ARIZONA,MARICOPA,STATE SENATE,022,"LIVINGSTON, DAVID",33,1,REP,REPUBLICAN
ARIZONA,MARICOPA,STATE SENATE,022,WRITE-IN,33,1,W-I,W-I
ARIZONA,MARICOPA,STATE SENATE,022,UNDERVOTE,33,1,,undervote
ARIZONA,MARICOPA,STATE SENATE,023,OVERVOTE,35,1,,
ARIZONA,MARICOPA,STATE SENATE,023,"BLATTMAN, SETH",35,1,DEM,DEMOCRAT
ARIZONA,MARICOPA,STATE SENATE,023,"UGENTI-RITA, MICHELLE",35,1,REP,REPUBLICAN
ARIZONA,MARICOPA,STATE SENATE,023,"KIRSCH, KYLE",35,1,W-I,W-I
ARIZONA,MARICOPA,STATE SENATE,023,NOT QUALIFIED,35,1,W-I,W-I
ARIZONA,MARICOPA,STATE SENATE,023,UNDERVOTE,35,1,,undervote
ARIZONA,MARICOPA,STATE SENATE,024,OVERVOTE,37,1,,
ARIZONA,MARICOPA,STATE SENATE,024,"ALSTON, LELA",37,1,DEM,DEMOCRAT
ARIZONA,MARICOPA,STATE SENATE,024,"MICHAELS, RAY",37,1,REP,REPUBLICAN
ARIZONA,MARICOPA,STATE SENATE,024,WRITE-IN,37,1,W-I,W-I
ARIZONA,MARICOPA,STATE SENATE,024,UNDERVOTE,37,1,,undervote
ARIZONA,MARICOPA,STATE SENATE,025,OVERVOTE,39,1,,
ARIZONA,MARICOPA,STATE SENATE,025,"WEIGEL, PAUL",39,1,DEM,DEMOCRAT
ARIZONA,MARICOPA,STATE SENATE,025,"PACE, TYLER",39,1,REP,REPUBLICAN
ARIZONA,MARICOPA,STATE SENATE,025,WRITE-IN,39,1,W-I,W-I
ARIZONA,MARICOPA,STATE SENATE,025,UNDERVOTE,39,1,,undervote
ARIZONA,MARICOPA,STATE SENATE,026,OVERVOTE,41,1,,
ARIZONA,MARICOPA,STATE SENATE,026,"MENDEZ, JUAN",41,1,DEM,DEMOCRAT
ARIZONA,MARICOPA,STATE SENATE,026,"CHIN, JAE",41,1,REP,REPUBLICAN
ARIZONA,MARICOPA,STATE SENATE,026,WRITE-IN,41,1,W-I,W-I
ARIZONA,MARICOPA,STATE SENATE,026,UNDERVOTE,41,1,,undervote
ARIZONA,MARICOPA,STATE SENATE,027,OVERVOTE,43,1,,
ARIZONA,MARICOPA,STATE SENATE,027,"RIOS, REBECCA",43,1,DEM,DEMOCRAT
ARIZONA,MARICOPA,STATE SENATE,027,"SHREVES, GARLAND",43,1,REP,REPUBLICAN
ARIZONA,MARICOPA,STATE SENATE,027,WRITE-IN,43,1,W-I,W-I
ARIZONA,MARICOPA,STATE SENATE,027,UNDERVOTE,43,1,,undervote
ARIZONA,MARICOPA,STATE SENATE,028,OVERVOTE,45,1,,
ARIZONA,MARICOPA,STATE SENATE,028,"MARSH, CHRISTINE",45,1,DEM,DEMOCRAT
ARIZONA,MARICOPA,STATE SENATE,028,"BROPHY MCGEE, KATE",45,1,REP,REPUBLICAN
ARIZONA,MARICOPA,STATE SENATE,028,WRITE-IN,45,1,W-I,W-I
ARIZONA,MARICOPA,STATE SENATE,028,UNDERVOTE,45,1,,undervote
ARIZONA,MARICOPA,STATE SENATE,029,OVERVOTE,47,1,,
ARIZONA,MARICOPA,STATE SENATE,029,"QUEZADA, MARTIN J.",47,1,DEM,DEMOCRAT
ARIZONA,MARICOPA,STATE SENATE,029,"WILSON, JOHN",47,1,REP,REPUBLICAN
ARIZONA,MARICOPA,STATE SENATE,029,"CARPENTER, CHARLES",47,1,W-I,W-I
ARIZONA,MARICOPA,STATE SENATE,029,NOT QUALIFIED,47,1,W-I,W-I
ARIZONA,MARICOPA,STATE SENATE,029,UNDERVOTE,47,1,,undervote
ARIZONA,MARICOPA,STATE SENATE,030,OVERVOTE,49,1,,
ARIZONA,MARICOPA,STATE SENATE,030,"NAVARRETE, OTONIEL (TONY)",49,1,DEM,DEMOCRAT
ARIZONA,MARICOPA,STATE SENATE,030,WRITE-IN,49,1,W-I,W-I
ARIZONA,MARICOPA,STATE SENATE,030,UNDERVOTE,49,1,,undervote
ARIZONA,MARICOPA,US HOUSE,001,"O'HALLERAN, TOM",3,1,DEM,DEMOCRAT
ARIZONA,MARICOPA,US HOUSE,001,"SHEDD, TIFFANY",3,1,REP,REPUBLICAN
ARIZONA,MARICOPA,US HOUSE,001,WRITE-IN,3,1,W-I,W-I
ARIZONA,MARICOPA,US HOUSE,001,UNDERVOTE,3,1,,undervote
ARIZONA,MARICOPA,US HOUSE,003,OVERVOTE,4,1,,
ARIZONA,MARICOPA,US HOUSE,003,"GRIJALVA, RAUL",4,1,DEM,DEMOCRAT
ARIZONA,MARICOPA,US HOUSE,003,"WOOD, DANIEL",4,1,REP,REPUBLICAN
ARIZONA,MARICOPA,US HOUSE,003,WRITE-IN,4,1,W-I,W-I
ARIZONA,MARICOPA,US HOUSE,003,UNDERVOTE,4,1,,undervote
ARIZONA,MARICOPA,US HOUSE,004,OVERVOTE,5,1,,
ARIZONA,MARICOPA,US HOUSE,004,"DISANTO, DELINA",5,1,DEM,DEMOCRAT
ARIZONA,MARICOPA,US HOUSE,004,"GOSAR, PAUL",5,1,REP,REPUBLICAN
ARIZONA,MARICOPA,US HOUSE,004,"BRENNAN, BRETT",5,1,W-I,W-I
ARIZONA,MARICOPA,US HOUSE,004,NOT QUALIFIED,5,1,W-I,W-I
ARIZONA,MARICOPA,US HOUSE,004,"OVERHOLSER, DON",5,1,W-I,W-I
ARIZONA,MARICOPA,US HOUSE,004,UNDERVOTE,5,1,,undervote
ARIZONA,MARICOPA,US HOUSE,005,OVERVOTE,6,1,,
ARIZONA,MARICOPA,US HOUSE,005,"GREENE, JOAN",6,1,DEM,DEMOCRAT
ARIZONA,MARICOPA,US HOUSE,005,"BIGGS, ANDY",6,1,REP,REPUBLICAN
ARIZONA,MARICOPA,US HOUSE,005,NOT QUALIFIED,6,1,W-I,W-I
ARIZONA,MARICOPA,US HOUSE,005,"STEPHENS, KAREN",6,1,W-I,W-I
ARIZONA,MARICOPA,US HOUSE,005,UNDERVOTE,6,1,,undervote
ARIZONA,MARICOPA,US HOUSE,006,OVERVOTE,7,1,,
ARIZONA,MARICOPA,US HOUSE,006,"TIPIRNENI, HIRAL",7,1,DEM,DEMOCRAT
ARIZONA,MARICOPA,US HOUSE,006,"SCHWEIKERT, DAVID",7,1,REP,REPUBLICAN
ARIZONA,MARICOPA,US HOUSE,006,WRITE-IN,7,1,W-I,W-I
ARIZONA,MARICOPA,US HOUSE,006,UNDERVOTE,7,1,,undervote
ARIZONA,MARICOPA,US HOUSE,007,OVERVOTE,8,1,,
ARIZONA,MARICOPA,US HOUSE,007,"GALLEGO, RUBEN",8,1,DEM,DEMOCRAT
ARIZONA,MARICOPA,US HOUSE,007,"BARNETT, JOSHUA",8,1,REP,REPUBLICAN
ARIZONA,MARICOPA,US HOUSE,007,"KIRKHAM, J. TRAVIS",8,1,W-I,W-I
ARIZONA,MARICOPA,US HOUSE,007,NOT QUALIFIED,8,1,W-I,W-I
ARIZONA,MARICOPA,US HOUSE,007,"RODRIGUEZ, ROXANNE",8,1,W-I,W-I
ARIZONA,MARICOPA,US HOUSE,007,UNDERVOTE,8,1,,undervote
ARIZONA,MARICOPA,US HOUSE,008,OVERVOTE,9,1,,
ARIZONA,MARICOPA,US HOUSE,008,"MUSCATO, MICHAEL",9,1,DEM,DEMOCRAT
ARIZONA,MARICOPA,US HOUSE,008,"LESKO, DEBBIE",9,1,REP,REPUBLICAN
ARIZONA,MARICOPA,US HOUSE,008,"HENDRIX, TALIBAN",9,1,W-I,W-I
ARIZONA,MARICOPA,US HOUSE,008,NOT QUALIFIED,9,1,W-I,W-I
ARIZONA,MARICOPA,US HOUSE,008,UNDERVOTE,9,1,,undervote
ARIZONA,MARICOPA,US HOUSE,009,OVERVOTE,10,1,,
ARIZONA,MARICOPA,US HOUSE,009,"STANTON, GREG",10,1,DEM,DEMOCRAT
ARIZONA,MARICOPA,US HOUSE,009,"GILES, DAVE",10,1,REP,REPUBLICAN
ARIZONA,MARICOPA,US HOUSE,009,WRITE-IN,10,1,W-I,W-I
ARIZONA,MARICOPA,US HOUSE,009,UNDERVOTE,10,1,,undervote
ARIZONA,MARICOPA,US PRESIDENT,FEDERAL,OVERVOTE,1,1,,
ARIZONA,MARICOPA,US PRESIDENT,FEDERAL,JOSEPH R. BIDEN,1,1,DEM,DEMOCRAT
ARIZONA,MARICOPA,US PRESIDENT,FEDERAL,JO JORGENSEN,1,1,LBT,LIBERTARIAN
ARIZONA,MARICOPA,US PRESIDENT,FEDERAL,DONALD J. TRUMP,1,1,REP,REPUBLICAN
ARIZONA,MARICOPA,US PRESIDENT,FEDERAL,BODDIE/STONEHAM,1,1,W-I,W-I
ARIZONA,MARICOPA,US PRESIDENT,FEDERAL,CUMMINGS/HUBER,1,1,W-I,W-I
ARIZONA,MARICOPA,US PRESIDENT,FEDERAL,HAWKINS/WALKER,1,1,W-I,W-I
ARIZONA,MARICOPA,US PRESIDENT,FEDERAL,LA RIVA/FREEMAN,1,1,W-I,W-I
ARIZONA,MARICOPA,US PRESIDENT,FEDERAL,NOT QUALIFIED,1,1,W-I,W-I
ARIZONA,MARICOPA,US PRESIDENT,FEDERAL,SIMMONS/ROZE,1,1,W-I,W-I
ARIZONA,MARICOPA,US PRESIDENT,FEDERAL,UNDERVOTE,1,1,,undervote
ARIZONA,MARICOPA,US SENATE,ARIZONA,OVERVOTE,2,1,,
ARIZONA,MARICOPA,US SENATE,ARIZONA,"KELLY, MARK",2,1,DEM,DEMOCRAT
ARIZONA,MARICOPA,US SENATE,ARIZONA,"MCSALLY, MARTHA",2,1,REP,REPUBLICAN
ARIZONA,MARICOPA,US SENATE,ARIZONA,"ARIF, MOHAMMAD (MIKE OBAMA)",2,1,W-I,W-I
ARIZONA,MARICOPA,US SENATE,ARIZONA,"BECKETT, CHRISTOPHER",2,1,W-I,W-I
ARIZONA,MARICOPA,US SENATE,ARIZONA,"CHILTON, ADAM",2,1,W-I,W-I
ARIZONA,MARICOPA,US SENATE,ARIZONA,"DAVIDA, EDWARD",2,1,W-I,W-I
ARIZONA,MARICOPA,US SENATE,ARIZONA,"DECKER, WILLIAM (WILL)",2,1,W-I,W-I
ARIZONA,MARICOPA,US SENATE,ARIZONA,"DORCHESTER, MATTHEW (DOC)",2,1,W-I,W-I
ARIZONA,MARICOPA,US SENATE,ARIZONA,"GLENN, NICHOLAS N.",2,1,W-I,W-I
ARIZONA,MARICOPA,US SENATE,ARIZONA,"HAUPT, MATHEW",2,1,W-I,W-I
ARIZONA,MARICOPA,US SENATE,ARIZONA,"KAPADIA, PERRY",2,1,W-I,W-I
ARIZONA,MARICOPA,US SENATE,ARIZONA,NOT QUALIFIED,2,1,W-I,W-I
ARIZONA,MARICOPA,US SENATE,ARIZONA,"RODRIGUEZ, BENJAMIN",2,1,W-I,W-I
ARIZONA,MARICOPA,US SENATE,ARIZONA,"RODRIGUEZ, JOSHUA",2,1,W-I,W-I
ARIZONA,MARICOPA,US SENATE,ARIZONA,"SAENZ, FRANK",2,1,W-I,W-I
ARIZONA,MARICOPA,US SENATE,ARIZONA,"SCHIESS, JOHN",2,1,W-I,W-I
ARIZONA,MARICOPA,US SENATE,ARIZONA,"SIMMONS, DEBBIE",2,1,W-I,W-I
ARIZONA,MARICOPA,US SENATE,ARIZONA,"STEVENS, JIM",2,1,W-I,W-I
ARIZONA,MARICOPA,US SENATE,ARIZONA,"STEWART, BUZZ",2,1,W-I,W-I
ARIZONA,MARICOPA,US SENATE,ARIZONA,"THOMAS, PATRICK (PAT)",2,1,W-I,W-I
ARIZONA,MARICOPA,US SENATE,ARIZONA,UNDERVOTE,2,1,,undervote
ARIZONA,PIMA,STATE HOUSE,002,OVERVOTE,17,2,,
ARIZONA,PIMA,STATE HOUSE,002,OVERVOTE,16,2,,
ARIZONA,PIMA,STATE HOUSE,002,"DALESSANDRO, ANDREA",16,2,DEM,DEMOCRAT
ARIZONA,PIMA,STATE HOUSE,002,"DALESSANDRO, ANDREA",17,2,DEM,DEMOCRAT
ARIZONA,PIMA,STATE HOUSE,002,"HERNANDEZ JR., DANIEL",16,2,DEM,DEMOCRAT
ARIZONA,PIMA,STATE HOUSE,002,"HERNANDEZ JR., DANIEL",17,2,DEM,DEMOCRAT
ARIZONA,PIMA,STATE HOUSE,002,"MCEWEN, DEBORAH",17,2,REP,REPUBLICAN
ARIZONA,PIMA,STATE HOUSE,002,"MCEWEN, DEBORAH",16,2,REP,REPUBLICAN
ARIZONA,PIMA,STATE HOUSE,002,WRITE-IN,17,2,W-I,W-I
ARIZONA,PIMA,STATE HOUSE,002,WRITE-IN,16,2,W-I,W-I
ARIZONA,PIMA,STATE HOUSE,002,UNDERVOTE,17,2,,undervote
ARIZONA,PIMA,STATE HOUSE,002,UNDERVOTE,16,2,,undervote
ARIZONA,PIMA,STATE HOUSE,003,OVERVOTE,18,2,,
ARIZONA,PIMA,STATE HOUSE,003,OVERVOTE,19,2,,
ARIZONA,PIMA,STATE HOUSE,003,"CANO, ANDRES",18,2,DEM,DEMOCRAT
ARIZONA,PIMA,STATE HOUSE,003,"HERNANDEZ, ALMA",19,2,DEM,DEMOCRAT
ARIZONA,PIMA,STATE HOUSE,003,"HERNANDEZ, ALMA",18,2,DEM,DEMOCRAT
ARIZONA,PIMA,STATE HOUSE,003,WRITE-IN,19,2,W-I,W-I
ARIZONA,PIMA,STATE HOUSE,003,WRITE-IN,18,2,W-I,W-I
ARIZONA,PIMA,STATE HOUSE,003,UNDERVOTE,18,2,,undervote
ARIZONA,PIMA,STATE HOUSE,003,UNDERVOTE,19,2,,undervote
ARIZONA,PIMA,STATE HOUSE,004,OVERVOTE,21,2,,
ARIZONA,PIMA,STATE HOUSE,004,OVERVOTE,20,2,,
ARIZONA,PIMA,STATE HOUSE,004,"FERNANDEZ, CHARLENE",21,2,DEM,DEMOCRAT
ARIZONA,PIMA,STATE HOUSE,004,"FERNANDEZ, CHARLENE",20,2,DEM,DEMOCRAT
ARIZONA,PIMA,STATE HOUSE,004,"PETEN, GERALDINE (GERAE)",20,2,DEM,DEMOCRAT
ARIZONA,PIMA,STATE HOUSE,004,"PETEN, GERALDINE (GERAE)",21,2,DEM,DEMOCRAT
ARIZONA,PIMA,STATE HOUSE,004,"JOHN, JOEL",21,2,REP,REPUBLICAN
ARIZONA,PIMA,STATE HOUSE,004,"JOHN, JOEL",20,2,REP,REPUBLICAN
ARIZONA,PIMA,STATE HOUSE,004,WRITE-IN,21,2,W-I,W-I
ARIZONA,PIMA,STATE HOUSE,004,WRITE-IN,20,2,W-I,W-I
ARIZONA,PIMA,STATE HOUSE,004,UNDERVOTE,20,2,,undervote
ARIZONA,PIMA,STATE HOUSE,004,UNDERVOTE,21,2,,undervote
ARIZONA,PIMA,STATE HOUSE,009,OVERVOTE,23,2,,
