state,county_name,precinct,candidate,votes,office,district,party_detailed,party_simplified
NEW MEXICO,DONA ANA,PRECINCT 021,KIMBERLY A SKAGGS,422,STATE SENATE,36,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 022,KIMBERLY A SKAGGS,253,STATE SENATE,36,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 024,KIMBERLY A SKAGGS,185,STATE SENATE,36,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 025,KIMBERLY A SKAGGS,134,STATE SENATE,36,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 026,KIMBERLY A SKAGGS,162,STATE SENATE,36,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 028,KIMBERLY A SKAGGS,174,STATE SENATE,36,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 029,KIMBERLY A SKAGGS,49,STATE SENATE,36,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 030,KIMBERLY A SKAGGS,128,STATE SENATE,36,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 032,KIMBERLY A SKAGGS,33,STATE SENATE,36,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 033,KIMBERLY A SKAGGS,150,STATE SENATE,36,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 035,KIMBERLY A SKAGGS,74,STATE SENATE,36,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 036,KIMBERLY A SKAGGS,46,STATE SENATE,36,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 041,KIMBERLY A SKAGGS,60,STATE SENATE,36,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 042,KIMBERLY A SKAGGS,45,STATE SENATE,36,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 043,KIMBERLY A SKAGGS,105,STATE SENATE,36,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 044,KIMBERLY A SKAGGS,113,STATE SENATE,36,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 060,KIMBERLY A SKAGGS,64,STATE SENATE,36,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 063,KIMBERLY A SKAGGS,382,STATE SENATE,36,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 083,KIMBERLY A SKAGGS,366,STATE SENATE,36,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 084,KIMBERLY A SKAGGS,289,STATE SENATE,36,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 085,KIMBERLY A SKAGGS,286,STATE SENATE,36,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 086,KIMBERLY A SKAGGS,294,STATE SENATE,36,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 087,KIMBERLY A SKAGGS,217,STATE SENATE,36,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 088,KIMBERLY A SKAGGS,96,STATE SENATE,36,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 089,KIMBERLY A SKAGGS,255,STATE SENATE,36,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 092,KIMBERLY A SKAGGS,42,STATE SENATE,36,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 093,KIMBERLY A SKAGGS,36,STATE SENATE,36,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 094,KIMBERLY A SKAGGS,92,STATE SENATE,36,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 095,KIMBERLY A SKAGGS,60,STATE SENATE,36,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 099,KIMBERLY A SKAGGS,401,STATE SENATE,36,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 100,KIMBERLY A SKAGGS,274,STATE SENATE,36,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 109,KIMBERLY A SKAGGS,179,STATE SENATE,36,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 111,KIMBERLY A SKAGGS,89,STATE SENATE,36,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 115,KIMBERLY A SKAGGS,328,STATE SENATE,36,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 123,KIMBERLY A SKAGGS,395,STATE SENATE,36,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 124,KIMBERLY A SKAGGS,300,STATE SENATE,36,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 125,KIMBERLY A SKAGGS,365,STATE SENATE,36,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 126,KIMBERLY A SKAGGS,241,STATE SENATE,36,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 127,KIMBERLY A SKAGGS,226,STATE SENATE,36,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 136,KIMBERLY A SKAGGS,258,STATE SENATE,36,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 145,KIMBERLY A SKAGGS,350,STATE SENATE,36,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 005,DAVID W GALLUS,131,STATE SENATE,37,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 027,DAVID W GALLUS,137,STATE SENATE,37,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 034,DAVID W GALLUS,251,STATE SENATE,37,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 059,DAVID W GALLUS,320,STATE SENATE,37,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 061,DAVID W GALLUS,212,STATE SENATE,37,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 062,DAVID W GALLUS,363,STATE SENATE,37,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 064,DAVID W GALLUS,149,STATE SENATE,37,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 065,DAVID W GALLUS,151,STATE SENATE,37,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 066,DAVID W GALLUS,274,STATE SENATE,37,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 067,DAVID W GALLUS,246,STATE SENATE,37,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 068,DAVID W GALLUS,123,STATE SENATE,37,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 069,DAVID W GALLUS,165,STATE SENATE,37,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 070,DAVID W GALLUS,116,STATE SENATE,37,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 072,DAVID W GALLUS,112,STATE SENATE,37,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 091,DAVID W GALLUS,143,STATE SENATE,37,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 102,DAVID W GALLUS,253,STATE SENATE,37,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 103,DAVID W GALLUS,240,STATE SENATE,37,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 105,DAVID W GALLUS,653,STATE SENATE,37,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 106,DAVID W GALLUS,228,STATE SENATE,37,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 110,DAVID W GALLUS,206,STATE SENATE,37,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 112,DAVID W GALLUS,477,STATE SENATE,37,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 113,DAVID W GALLUS,261,STATE SENATE,37,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 116,DAVID W GALLUS,533,STATE SENATE,37,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 117,DAVID W GALLUS,194,STATE SENATE,37,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 118,DAVID W GALLUS,385,STATE SENATE,37,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 119,DAVID W GALLUS,232,STATE SENATE,37,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 121,DAVID W GALLUS,126,STATE SENATE,37,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 122,DAVID W GALLUS,346,STATE SENATE,37,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 128,DAVID W GALLUS,256,STATE SENATE,37,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 129,DAVID W GALLUS,237,STATE SENATE,37,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 130,DAVID W GALLUS,362,STATE SENATE,37,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 131,DAVID W GALLUS,240,STATE SENATE,37,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 132,DAVID W GALLUS,159,STATE SENATE,37,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 133,DAVID W GALLUS,146,STATE SENATE,37,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 134,DAVID W GALLUS,173,STATE SENATE,37,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 135,DAVID W GALLUS,127,STATE SENATE,37,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 137,DAVID W GALLUS,228,STATE SENATE,37,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 138,DAVID W GALLUS,116,STATE SENATE,37,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 139,DAVID W GALLUS,398,STATE SENATE,37,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 140,DAVID W GALLUS,226,STATE SENATE,37,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 141,DAVID W GALLUS,328,STATE SENATE,37,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 142,DAVID W GALLUS,421,STATE SENATE,37,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 143,DAVID W GALLUS,278,STATE SENATE,37,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 144,DAVID W GALLUS,153,STATE SENATE,37,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 153,DAVID W GALLUS,321,STATE SENATE,37,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 005,WILLIAM P SOULES,158,STATE SENATE,37,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 027,WILLIAM P SOULES,308,STATE SENATE,37,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 034,WILLIAM P SOULES,541,STATE SENATE,37,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 059,WILLIAM P SOULES,411,STATE SENATE,37,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 061,WILLIAM P SOULES,379,STATE SENATE,37,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 062,WILLIAM P SOULES,398,STATE SENATE,37,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 064,WILLIAM P SOULES,141,STATE SENATE,37,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 065,WILLIAM P SOULES,285,STATE SENATE,37,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 066,WILLIAM P SOULES,282,STATE SENATE,37,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 067,WILLIAM P SOULES,388,STATE SENATE,37,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 068,WILLIAM P SOULES,241,STATE SENATE,37,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 069,WILLIAM P SOULES,309,STATE SENATE,37,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 070,WILLIAM P SOULES,214,STATE SENATE,37,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 072,WILLIAM P SOULES,150,STATE SENATE,37,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 091,WILLIAM P SOULES,271,STATE SENATE,37,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 102,WILLIAM P SOULES,268,STATE SENATE,37,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 103,WILLIAM P SOULES,359,STATE SENATE,37,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 105,WILLIAM P SOULES,723,STATE SENATE,37,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 106,WILLIAM P SOULES,261,STATE SENATE,37,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 110,WILLIAM P SOULES,250,STATE SENATE,37,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 112,WILLIAM P SOULES,505,STATE SENATE,37,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 113,WILLIAM P SOULES,371,STATE SENATE,37,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 116,WILLIAM P SOULES,577,STATE SENATE,37,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 117,WILLIAM P SOULES,322,STATE SENATE,37,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 118,WILLIAM P SOULES,486,STATE SENATE,37,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 119,WILLIAM P SOULES,295,STATE SENATE,37,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 121,WILLIAM P SOULES,170,STATE SENATE,37,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 122,WILLIAM P SOULES,464,STATE SENATE,37,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 128,WILLIAM P SOULES,246,STATE SENATE,37,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 129,WILLIAM P SOULES,335,STATE SENATE,37,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 130,WILLIAM P SOULES,361,STATE SENATE,37,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 131,WILLIAM P SOULES,307,STATE SENATE,37,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 132,WILLIAM P SOULES,193,STATE SENATE,37,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 133,WILLIAM P SOULES,240,STATE SENATE,37,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 134,WILLIAM P SOULES,229,STATE SENATE,37,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 135,WILLIAM P SOULES,250,STATE SENATE,37,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 137,WILLIAM P SOULES,344,STATE SENATE,37,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 138,WILLIAM P SOULES,207,STATE SENATE,37,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 139,WILLIAM P SOULES,506,STATE SENATE,37,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 140,WILLIAM P SOULES,237,STATE SENATE,37,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 141,WILLIAM P SOULES,319,STATE SENATE,37,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 142,WILLIAM P SOULES,422,STATE SENATE,37,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 143,WILLIAM P SOULES,429,STATE SENATE,37,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 144,WILLIAM P SOULES,186,STATE SENATE,37,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 153,WILLIAM P SOULES,376,STATE SENATE,37,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 008,CARRIE HAMBLEN,230,STATE SENATE,38,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 016,CARRIE HAMBLEN,287,STATE SENATE,38,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 017,CARRIE HAMBLEN,371,STATE SENATE,38,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 023,CARRIE HAMBLEN,298,STATE SENATE,38,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 031,CARRIE HAMBLEN,311,STATE SENATE,38,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 037,CARRIE HAMBLEN,263,STATE SENATE,38,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 038,CARRIE HAMBLEN,172,STATE SENATE,38,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 039,CARRIE HAMBLEN,266,STATE SENATE,38,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 040,CARRIE HAMBLEN,339,STATE SENATE,38,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 045,CARRIE HAMBLEN,240,STATE SENATE,38,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 046,CARRIE HAMBLEN,198,STATE SENATE,38,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 047,CARRIE HAMBLEN,272,STATE SENATE,38,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 048,CARRIE HAMBLEN,387,STATE SENATE,38,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 049,CARRIE HAMBLEN,224,STATE SENATE,38,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 050,CARRIE HAMBLEN,155,STATE SENATE,38,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 051,CARRIE HAMBLEN,245,STATE SENATE,38,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 052,CARRIE HAMBLEN,503,STATE SENATE,38,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 053,CARRIE HAMBLEN,318,STATE SENATE,38,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 054,CARRIE HAMBLEN,110,STATE SENATE,38,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 055,CARRIE HAMBLEN,406,STATE SENATE,38,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 056,CARRIE HAMBLEN,275,STATE SENATE,38,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 057,CARRIE HAMBLEN,315,STATE SENATE,38,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 058,CARRIE HAMBLEN,107,STATE SENATE,38,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 078,CARRIE HAMBLEN,335,STATE SENATE,38,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 079,CARRIE HAMBLEN,334,STATE SENATE,38,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 082,CARRIE HAMBLEN,298,STATE SENATE,38,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 090,CARRIE HAMBLEN,323,STATE SENATE,38,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 096,CARRIE HAMBLEN,326,STATE SENATE,38,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 098,CARRIE HAMBLEN,218,STATE SENATE,38,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 101,CARRIE HAMBLEN,465,STATE SENATE,38,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 147,CARRIE HAMBLEN,235,STATE SENATE,38,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 150,CARRIE HAMBLEN,267,STATE SENATE,38,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 151,CARRIE HAMBLEN,244,STATE SENATE,38,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 154,CARRIE HAMBLEN,302,STATE SENATE,38,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 008,CHARLES RICHARD WENDLER,117,STATE SENATE,38,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 016,CHARLES RICHARD WENDLER,195,STATE SENATE,38,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 017,CHARLES RICHARD WENDLER,285,STATE SENATE,38,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 023,CHARLES RICHARD WENDLER,168,STATE SENATE,38,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 031,CHARLES RICHARD WENDLER,142,STATE SENATE,38,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 037,CHARLES RICHARD WENDLER,99,STATE SENATE,38,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 038,CHARLES RICHARD WENDLER,78,STATE SENATE,38,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 039,CHARLES RICHARD WENDLER,144,STATE SENATE,38,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 040,CHARLES RICHARD WENDLER,221,STATE SENATE,38,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 045,CHARLES RICHARD WENDLER,117,STATE SENATE,38,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 046,CHARLES RICHARD WENDLER,93,STATE SENATE,38,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 047,CHARLES RICHARD WENDLER,121,STATE SENATE,38,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 048,CHARLES RICHARD WENDLER,139,STATE SENATE,38,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 049,CHARLES RICHARD WENDLER,129,STATE SENATE,38,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 050,CHARLES RICHARD WENDLER,80,STATE SENATE,38,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 051,CHARLES RICHARD WENDLER,125,STATE SENATE,38,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 052,CHARLES RICHARD WENDLER,279,STATE SENATE,38,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 053,CHARLES RICHARD WENDLER,123,STATE SENATE,38,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 054,CHARLES RICHARD WENDLER,43,STATE SENATE,38,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 055,CHARLES RICHARD WENDLER,273,STATE SENATE,38,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 056,CHARLES RICHARD WENDLER,162,STATE SENATE,38,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 057,CHARLES RICHARD WENDLER,205,STATE SENATE,38,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 058,CHARLES RICHARD WENDLER,66,STATE SENATE,38,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 078,CHARLES RICHARD WENDLER,258,STATE SENATE,38,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 079,CHARLES RICHARD WENDLER,209,STATE SENATE,38,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 082,CHARLES RICHARD WENDLER,167,STATE SENATE,38,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 090,CHARLES RICHARD WENDLER,247,STATE SENATE,38,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 096,CHARLES RICHARD WENDLER,357,STATE SENATE,38,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 098,CHARLES RICHARD WENDLER,279,STATE SENATE,38,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 101,CHARLES RICHARD WENDLER,362,STATE SENATE,38,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 147,CHARLES RICHARD WENDLER,120,STATE SENATE,38,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 150,CHARLES RICHARD WENDLER,194,STATE SENATE,38,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 151,CHARLES RICHARD WENDLER,117,STATE SENATE,38,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 154,CHARLES RICHARD WENDLER,74,STATE SENATE,38,REPUBLICAN,REPUBLICAN
NEW MEXICO,SANTA FE,PRECINCT 012,JOSEPH C TIANO,144,STATE SENATE,39,REPUBLICAN,REPUBLICAN
NEW MEXICO,SANTA FE,PRECINCT 014,JOSEPH C TIANO,72,STATE SENATE,39,REPUBLICAN,REPUBLICAN
NEW MEXICO,SANTA FE,PRECINCT 017,JOSEPH C TIANO,80,STATE SENATE,39,REPUBLICAN,REPUBLICAN
NEW MEXICO,SANTA FE,PRECINCT 062,JOSEPH C TIANO,125,STATE SENATE,39,REPUBLICAN,REPUBLICAN
NEW MEXICO,SANTA FE,PRECINCT 070,JOSEPH C TIANO,350,STATE SENATE,39,REPUBLICAN,REPUBLICAN
